boiled rice, health drinks, mosquito repellent, other rice products, raw rice, root vegetables, sugar,,,,,,,,,,,,,,,,,,,,,
avalakki / poha, beans, gourd / cucumber, other sweets, other vegetables, root vegetables, sunflower oils, toor dal, whole spices,,,,,,,,,,,,,,,,,,,
gourd / cucumber, moong dal, namkeen, other dals, other vegetables, sugar, toor dal, urad dal,,,,,,,,,,,,,,,,,,,,
cashews, moong dal, other dals, other oils, phenyles / acids, sugar, sunflower oils, toor dal, urad dal, whole spices,,,,,,,,,,,,,,,,,,
banana, bread, mosquito repellent, organic f/v, other dals, root vegetables, snacky nuts, sunflower oils,,,,,,,,,,,,,,,,,,,,
milk, milk drinks, other vegetables, root vegetables,,,,,,,,,,,,,,,,,,,,,,,,
avalakki / poha, beans, gourd / cucumber, maida, other dals, other vegetables, raw peanuts, urad dal,,,,,,,,,,,,,,,,,,,,
banana, beans, gourd / cucumber, health drinks, honey, root vegetables, sunflower oils,,,,,,,,,,,,,,,,,,,,,
moong dal, other dals, toor dal,,,,,,,,,,,,,,,,,,,,,,,,,
boiled rice, cleaning / dust cloth, root vegetables,,,,,,,,,,,,,,,,,,,,,,,,,
banana, beans, diapers / wipes, other vegetables, raw peanuts, root vegetables, sunflower oils, urad dal,,,,,,,,,,,,,,,,,,,,
beans, cashews, namkeen, other dals, other sauces, other vegetables, urad dal, whole spices,,,,,,,,,,,,,,,,,,,,
beans, cooking paste, gourd / cucumber, other dals, other vegetables, root vegetables, sugar,,,,,,,,,,,,,,,,,,,,,
banana, gourd / cucumber, other vegetables,,,,,,,,,,,,,,,,,,,,,,,,,
milk drinks,,,,,,,,,,,,,,,,,,,,,,,,,,,
banana, bread, cooking sauce, mosquito repellent, other vegetables, raw peanuts, root vegetables, sunflower oils,,,,,,,,,,,,,,,,,,,,
gourd / cucumber, honey, other vegetables,,,,,,,,,,,,,,,,,,,,,,,,,
boiled rice, moong dal, namkeen, other dals, packaged drinking water,,,,,,,,,,,,,,,,,,,,,,,
aluminium foil / cling wrap, healthy / digestive biscuits, snacks / sweets,,,,,,,,,,,,,,,,,,,,,,,,,
beans, biscuits, boiled rice, bread, hair oil, instant pastas, other oils, other sweets, other vegetables, regular pasta,,,,,,,,,,,,,,,,,,
avalakki / poha, gourd / cucumber, organic baby foods, other dals, raw peanuts, raw rice, sugar,,,,,,,,,,,,,,,,,,,,,
beans, gourd / cucumber, health drinks, organic flours, organic masalas / spices, other vegetables, raw rice, sooji / rava,,,,,,,,,,,,,,,,,,,,
beans, boiled rice, gourd / cucumber, health drinks, liquid soaps / bars, namkeen, snacky nuts, washing bars,,,,,,,,,,,,,,,,,,,,
cooking sauce, exotic vegetables, maida, organic rice / rice products,,,,,,,,,,,,,,,,,,,,,,,,
bread, cakes, other vegetables, yogurt / lassi,,,,,,,,,,,,,,,,,,,,,,,,
curd, gourd / cucumber, raisins, sunflower oils,,,,,,,,,,,,,,,,,,,,,,,,
beans, cashews, organic f/v, other dals, other vegetables, root vegetables, snacky nuts, soya products, sugar, toor dal, urad dal,,,,,,,,,,,,,,,,,
health drinks,,,,,,,,,,,,,,,,,,,,,,,,,,,
gourd / cucumber, other vegetables, raw rice,,,,,,,,,,,,,,,,,,,,,,,,,
beans, gourd / cucumber, moong dal, other rice products, other vegetables, root vegetables, sooji / rava, sugar,,,,,,,,,,,,,,,,,,,,
cream biscuits, gourd / cucumber, other dals, other vegetables, root vegetables, sooji / rava, sugar,,,,,,,,,,,,,,,,,,,,,
beans, cooking paste, gourd / cucumber, other vegetables, root vegetables, sunflower oils, toor dal, urad dal, whole spices,,,,,,,,,,,,,,,,,,,
corn snacks, exotic vegetables, namkeen, organic rice / rice products, other dals, other vegetables, snacky nuts,,,,,,,,,,,,,,,,,,,,,
other pickle, other vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,
aluminium foil / cling wrap, beans, besan, ghee, gourd / cucumber, health drinks, liquid soaps / bars, maida, other dals, other pickle, other vegetables, phenyles / acids, raw rice, regular pasta, root vegetables, shampoo, sugar, toor dal, whole spices,,,,,,,,,
banana, beans, curd, mango juices, milk, other vegetables, phenyles / acids,,,,,,,,,,,,,,,,,,,,,
avalakki / poha, banana, basmati rice, ghee, gourd / cucumber, liquid detergent, moong dal, organic dals / pulses, organic dry fruits, organic flours, organic masalas / spices, organic rice / rice products, organic salt,sugar / jaggery, other rice products, other vegetables, raisins, root vegetables, sooji / rava, urad dal, whole grains,,,,,,,
beans, exotic vegetables, gourd / cucumber, other vegetables, root vegetables,,,,,,,,,,,,,,,,,,,,,,,
banana, besan, cashews, namkeen, other vegetables, sugar, toor dal,,,,,,,,,,,,,,,,,,,,,
organic dals / pulses, organic flours, organic masalas / spices, root vegetables, shaving cream, foam / gels,,,,,,,,,,,,,,,,,,,,,,
organic dals / pulses, organic rice / rice products, sunflower oils,,,,,,,,,,,,,,,,,,,,,,,,,
beans, cookery books, glucose, marie / milk biscuits, gourd / cucumber, moong dal, other dals, other vegetables,,,,,,,,,,,,,,,,,,,,
root vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,
organic f/v,,,,,,,,,,,,,,,,,,,,,,,,,,,
avalakki / poha, besan, cashews, ground coffee, jaggery, moong dal, namkeen, other dals, other dry fruits, other rice products, raisins, raw peanuts, raw rice, sooji / rava, toor dal, urad dal, whole grains, whole spices,,,,,,,,,,
avalakki / poha, butter / cream, maida, other dals, phenyles / acids, urad dal,,,,,,,,,,,,,,,,,,,,,,
banana, other vegetables, raw rice, snacks / sweets,,,,,,,,,,,,,,,,,,,,,,,,
banana, gourd / cucumber, moong dal, namkeen, other sauces, other vegetables, root vegetables, sugar, tomato ketchup, toor dal, toothpaste, whole spices,,,,,,,,,,,,,,,,
beans, gourd / cucumber, moong dal, other vegetables,,,,,,,,,,,,,,,,,,,,,,,,
beans, namkeen, other flours, other vegetables, phenyles / acids, root vegetables, sooji / rava,,,,,,,,,,,,,,,,,,,,,
corn snacks, oats, other vegetables, root vegetables, toor dal,,,,,,,,,,,,,,,,,,,,,,,
banana, bread, organic rice / rice products,,,,,,,,,,,,,,,,,,,,,,,,,
chips, cleaning / dust cloth, cooking sauce, ground coffee, honey, namkeen, raisins,,,,,,,,,,,,,,,,,,,,,
other rice products, whole spices,,,,,,,,,,,,,,,,,,,,,,,,,,
boiled rice, health supplements, other dals, other spreads, other vegetables,,,,,,,,,,,,,,,,,,,,,,,
basmati rice, moong dal, other dals, other vegetables, raw peanuts, whole spices,,,,,,,,,,,,,,,,,,,,,,
banana, beans, raw peanuts, root vegetables, urad dal,,,,,,,,,,,,,,,,,,,,,,,
ground coffee, root vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,
boiled rice, cooking sauce, gourd / cucumber, other vegetables, sanitary pads, sunflower oils, toothpaste,,,,,,,,,,,,,,,,,,,,,
beans, gourd / cucumber, other dals, other vegetables, sunflower oils, toor dal, whole spices,,,,,,,,,,,,,,,,,,,,,
namkeen, other vegetables, urad dal,,,,,,,,,,,,,,,,,,,,,,,,,
namkeen, snacks / sweets, snacky nuts,,,,,,,,,,,,,,,,,,,,,,,,,
banana, gourd / cucumber, other dals, root vegetables, sugar,,,,,,,,,,,,,,,,,,,,,,,
beans, other vegetables, root vegetables, whole spices,,,,,,,,,,,,,,,,,,,,,,,,
banana, exotic vegetables, gourd / cucumber, moong dal, namkeen, organic f/v, organic flours, organic salt,sugar / jaggery, other dals, other vegetables, root vegetables, snacky nuts, toor dal,,,,,,,,,,,,,,
other dals, other vegetables, sugar, whole spices,,,,,,,,,,,,,,,,,,,,,,,,
root vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,
besan, boiled rice, cashews, face wash, gourd / cucumber, other dry fruits, other vegetables, raisins, whole spices,,,,,,,,,,,,,,,,,,,
beans, exotic vegetables, other vegetables, root vegetables,,,,,,,,,,,,,,,,,,,,,,,,
avalakki / poha, banana, beans, besan, boiled rice, cut vegetables, health drinks, maida, mosquito repellent, other rice products, other vegetables, rice flour, root vegetables, sooji / rava, sugar, sunflower oils, toor dal,,,,,,,,,,,
beans, gourd / cucumber, other vegetables,,,,,,,,,,,,,,,,,,,,,,,,,
aluminium foil / cling wrap, beans, gourd / cucumber, other vegetables,,,,,,,,,,,,,,,,,,,,,,,,
banana, gourd / cucumber, other dry fruits,,,,,,,,,,,,,,,,,,,,,,,,,
other dals, phenyles / acids, powdered spices,,,,,,,,,,,,,,,,,,,,,,,,,
sooji / rava,,,,,,,,,,,,,,,,,,,,,,,,,,,
banana, bread, curd, gourd / cucumber, namkeen, other dals, other vegetables, raw rice,,,,,,,,,,,,,,,,,,,,
corn snacks, namkeen, whole spices,,,,,,,,,,,,,,,,,,,,,,,,,
beans, besan, gourd / cucumber, other flours, other vegetables, root vegetables, sooji / rava, sunflower oils,,,,,,,,,,,,,,,,,,,,
gourd / cucumber, other vegetables, whole spices,,,,,,,,,,,,,,,,,,,,,,,,,
beans, besan, bread, cashews, gourd / cucumber, maida, moong dal, namkeen, other dry fruits, other rice products, other vegetables, toor dal,,,,,,,,,,,,,,,,
basmati rice, namkeen, snacky nuts,,,,,,,,,,,,,,,,,,,,,,,,,
banana, beans, gourd / cucumber, other vegetables,,,,,,,,,,,,,,,,,,,,,,,,
organic f/v,,,,,,,,,,,,,,,,,,,,,,,,,,,
beans, boiled rice, bottle / tin openers, moong dal, sunflower oils,,,,,,,,,,,,,,,,,,,,,,,
banana, beans, moong dal, namkeen, other dals, other vegetables, ready masalas, root vegetables, salty biscuits, soya products, toor dal,,,,,,,,,,,,,,,,,
beans, cooking sauce, gourd / cucumber, ground coffee, mango juices, other dals, root vegetables,,,,,,,,,,,,,,,,,,,,,
gourd / cucumber, moong dal, other dals, other vegetables, root vegetables,,,,,,,,,,,,,,,,,,,,,,,
banana, root vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,
boiled rice, root vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,
chilli / soya sauces,,,,,,,,,,,,,,,,,,,,,,,,,,,
beans, other rice products, other vegetables, raisins, root vegetables, toor dal,,,,,,,,,,,,,,,,,,,,,,
banana, bread, health drinks, namkeen, oats, sooji / rava,,,,,,,,,,,,,,,,,,,,,,
exotic vegetables, toor dal,,,,,,,,,,,,,,,,,,,,,,,,,,
raw rice, whole spices,,,,,,,,,,,,,,,,,,,,,,,,,,
beans, boiled rice, gourd / cucumber, raw peanuts, root vegetables, sunflower oils, toor dal, whole spices,,,,,,,,,,,,,,,,,,,,
beans, other oils, other vegetables, sooji / rava, sugar,,,,,,,,,,,,,,,,,,,,,,,
besan, gourd / cucumber, liquid detergent, other dals, other insect repellent, sugar, toor dal,,,,,,,,,,,,,,,,,,,,,
cashews, glucose, marie / milk biscuits, moong dal, organic f/v, other vegetables, root vegetables, sugar, sunflower oils, toor dal, whole spices,,,,,,,,,,,,,,,,,
banana, cream biscuits, sooji / rava,,,,,,,,,,,,,,,,,,,,,,,,,
health drinks,,,,,,,,,,,,,,,,,,,,,,,,,,,
bread,,,,,,,,,,,,,,,,,,,,,,,,,,,
avalakki / poha, corn snacks, other rice products, sooji / rava,,,,,,,,,,,,,,,,,,,,,,,,
health drinks, namkeen, organic f/v, root vegetables,,,,,,,,,,,,,,,,,,,,,,,,
avalakki / poha, banana, beans, besan, cashews, chips, other dry fruits, other vegetables, raisins, root vegetables, sooji / rava, urad dal,,,,,,,,,,,,,,,,
gourd / cucumber, other vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,
beans, cream biscuits, gourd / cucumber, namkeen,,,,,,,,,,,,,,,,,,,,,,,,
body wash, organic flours, organic rice / rice products,,,,,,,,,,,,,,,,,,,,,,,,,
avalakki / poha, banana, boiled rice, health drinks, moong dal, mosquito repellent, other dals, other rice products, raw rice, sooji / rava, sugar, toor dal, urad dal,,,,,,,,,,,,,,,
cream biscuits,,,,,,,,,,,,,,,,,,,,,,,,,,,
beans, other vegetables, root vegetables, sunflower oils,,,,,,,,,,,,,,,,,,,,,,,,
cooking sauce, exotic vegetables, other pickle, other vegetables, root vegetables,,,,,,,,,,,,,,,,,,,,,,,
beans, gourd / cucumber, other vegetables, sugar,,,,,,,,,,,,,,,,,,,,,,,,
other flours, root vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,
beans, root vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,
basmati rice, bread, other dals, root vegetables,,,,,,,,,,,,,,,,,,,,,,,,
beans, health drinks, other dals, raw rice, root vegetables, sugar, toor dal, whole spices,,,,,,,,,,,,,,,,,,,,
whole spices,,,,,,,,,,,,,,,,,,,,,,,,,,,
banana, sunflower oils, whole spices,,,,,,,,,,,,,,,,,,,,,,,,,
moong dal, other dals, other vegetables, raw peanuts, root vegetables, sooji / rava, toor dal, urad dal, whole spices,,,,,,,,,,,,,,,,,,,
avalakki / poha, gourd / cucumber, honey, moong dal, other dals, other vegetables, raw rice, root vegetables, sugar, toor dal, whole spices,,,,,,,,,,,,,,,,,
beans, gourd / cucumber, other vegetables, root vegetables, whole spices,,,,,,,,,,,,,,,,,,,,,,,
other dals, other rice products, other sweets, other vegetables, root vegetables, whole spices,,,,,,,,,,,,,,,,,,,,,,
other dals, other dry fruits, packaged drinking water, urad dal,,,,,,,,,,,,,,,,,,,,,,,,
banana, beans, exotic vegetables, gourd / cucumber, other vegetables, root vegetables,,,,,,,,,,,,,,,,,,,,,,
beans, gourd / cucumber, namkeen, other vegetables, root vegetables, whole spices,,,,,,,,,,,,,,,,,,,,,,
beans, cookies, other vegetables, root vegetables,,,,,,,,,,,,,,,,,,,,,,,,
bread, exotic vegetables, gourd / cucumber, root vegetables,,,,,,,,,,,,,,,,,,,,,,,,
organic f/v, raw peanuts, shaving blade / razors,,,,,,,,,,,,,,,,,,,,,,,,,
cut vegetables, organic masalas / spices, organic salt,sugar / jaggery, other dry fruits, other vegetables,,,,,,,,,,,,,,,,,,,,,,
banana, exotic vegetables, gourd / cucumber, moong dal, oats, organic f/v, other vegetables, root vegetables, sooji / rava, urad dal,,,,,,,,,,,,,,,,,,
besan, bread,,,,,,,,,,,,,,,,,,,,,,,,,,
curd, milk drinks, other rice products,,,,,,,,,,,,,,,,,,,,,,,,,
besan, cooking paste, ghee, gourd / cucumber, maida, moong dal, organic baby foods, other dals, other flours, other vegetables, raw peanuts, rice flour, root vegetables, sooji / rava, toor dal, whole spices,,,,,,,,,,,,
diapers / wipes, tomato ketchup,,,,,,,,,,,,,,,,,,,,,,,,,,
root vegetables, sooji / rava, toor dal,,,,,,,,,,,,,,,,,,,,,,,,,
body wash, liquid soaps / bars,,,,,,,,,,,,,,,,,,,,,,,,,,
banana, other vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,
besan, gourd / cucumber, namkeen, other vegetables, root vegetables, sunflower oils, whole spices,,,,,,,,,,,,,,,,,,,,,
exotic vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,
avalakki / poha, basmati rice, other rice products, raw rice, sugar,,,,,,,,,,,,,,,,,,,,,,,
banana, namkeen, raw peanuts, root vegetables, soya products,,,,,,,,,,,,,,,,,,,,,,,
ground coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,
cooking paste, corn snacks, namkeen, pet food, raw rice, root vegetables, sooji / rava, sugar, toor dal,,,,,,,,,,,,,,,,,,,
face cream, gourd / cucumber, organic f/v, root vegetables, vinegar,,,,,,,,,,,,,,,,,,,,,,,
basmati rice,,,,,,,,,,,,,,,,,,,,,,,,,,,
basmati rice, besan, cooking paste, mango juices, other juices,,,,,,,,,,,,,,,,,,,,,,,
glucose, marie / milk biscuits, raw peanuts,,,,,,,,,,,,,,,,,,,,,,,,,
beans, bread, chips, namkeen, organic baby foods, organic f/v, other vegetables, snacky nuts,,,,,,,,,,,,,,,,,,,,
banana, cashews, gourd / cucumber,,,,,,,,,,,,,,,,,,,,,,,,,
banana, cooking sauce, cream biscuits, root vegetables, sooji / rava, whole spices,,,,,,,,,,,,,,,,,,,,,,
banana, bread, organic f/v,,,,,,,,,,,,,,,,,,,,,,,,,
cfls,cfls,7832553,2,0,,,,,,,,,,,,,,,,,,,,,,,
banana, organic f/v, root vegetables,,,,,,,,,,,,,,,,,,,,,,,,,
basmati rice, beans, bread, other vegetables,,,,,,,,,,,,,,,,,,,,,,,,
banana, beans, cakes, chips, other vegetables, phenyles / acids,,,,,,,,,,,,,,,,,,,,,,
cfls,cfls,7832553,2,0,,,,,,,,,,,,,,,,,,,,,,,
gourd / cucumber, other dals, raw rice, sugar, sunflower oils, toor dal,,,,,,,,,,,,,,,,,,,,,,
banana, besan, namkeen, other dals, other vegetables, root vegetables, whole spices,,,,,,,,,,,,,,,,,,,,,
root vegetables, sooji / rava, sugar,,,,,,,,,,,,,,,,,,,,,,,,,
raw rice,,,,,,,,,,,,,,,,,,,,,,,,,,,
banana, hair oil, jaggery, raisins, root vegetables, toothpaste,,,,,,,,,,,,,,,,,,,,,,
aluminium foil / cling wrap, banana, beans, other vegetables,,,,,,,,,,,,,,,,,,,,,,,,
banana, cream biscuits, gourd / cucumber, organic rice / rice products, other dals, other rice products, other sauces, raisins, root vegetables, vinegar, whole spices,,,,,,,,,,,,,,,,,
cooking sauce, corn snacks, exotic vegetables, face wash, mosquito repellent, namkeen, other dals, other vegetables, root vegetables, sugar, toor dal, veg / fruit,,,,,,,,,,,,,,,,
banana, ghee, gourd / cucumber, organic dals / pulses, organic f/v, organic flours, organic masalas / spices, organic salt,sugar / jaggery, other dals, other rice products, root vegetables, soups, urad dal, whole spices,,,,,,,,,,,,,
beans, gourd / cucumber, other vegetables,,,,,,,,,,,,,,,,,,,,,,,,,
besan, cooking sauce, hair oil, moong dal, organic dals / pulses, other dals, other vegetables, raw rice, sugar, urad dal, whole spices,,,,,,,,,,,,,,,,,
beans, cream biscuits, moong dal, organic f/v, other vegetables, raisins, root vegetables, sunflower oils, toothpaste,,,,,,,,,,,,,,,,,,,
avalakki / poha, banana, besan, boiled rice, liquid soaps / bars, other dals, other rice products, other vegetables, raw rice, snacky nuts, sugar, urad dal, whole spices,,,,,,,,,,,,,,,
avalakki / poha, moong dal, other dals, sugar, toor dal,,,,,,,,,,,,,,,,,,,,,,,
other vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,
boiled rice, cut vegetables, ground coffee, organic f/v, other vegetables, raw peanuts, whole spices,,,,,,,,,,,,,,,,,,,,,
banana, bread, liquid detergent, root vegetables,,,,,,,,,,,,,,,,,,,,,,,,
beans, eggs, ghee, organic dals / pulses, root vegetables,,,,,,,,,,,,,,,,,,,,,,,
beans, ground coffee, moong dal, organic f/v, other vegetables, pasta / noodles, sooji / rava, toor dal, whole spices,,,,,,,,,,,,,,,,,,,
organic dals / pulses, sooji / rava, sunflower oils,,,,,,,,,,,,,,,,,,,,,,,,,
beans, frozen veg food, gourd / cucumber, organic flours, other rice products, other vegetables, sooji / rava, whole spices,,,,,,,,,,,,,,,,,,,,
banana, beans, chips, exotic vegetables, other oils, root vegetables,,,,,,,,,,,,,,,,,,,,,,
organic flours, other dry fruits,,,,,,,,,,,,,,,,,,,,,,,,,,
beans, cashews, maida, root vegetables, sugar,,,,,,,,,,,,,,,,,,,,,,,
bread, gourd / cucumber, other vegetables,,,,,,,,,,,,,,,,,,,,,,,,,
ghee, green tea, moong dal, namkeen, powdered spices, raw rice, root vegetables, toilet cleaners, urad dal, whole grains,,,,,,,,,,,,,,,,,,
beans, gourd / cucumber, other vegetables, raw peanuts, root vegetables, shaving blade / razors,,,,,,,,,,,,,,,,,,,,,,
avalakki / poha, beans, face packs / scrubs, glucose, marie / milk biscuits, gourd / cucumber, instant pastas, maida, muffins, cookies / rusk, other dals, other rice products, raw peanuts, raw rice, sooji / rava, sugar, urad dal, whole spices,,,,,,,,,,
chips, curd, organic f/v, root vegetables,,,,,,,,,,,,,,,,,,,,,,,,
boiled rice, other rice products, other vegetables, root vegetables, sunflower oils,,,,,,,,,,,,,,,,,,,,,,,
sooji / rava,,,,,,,,,,,,,,,,,,,,,,,,,,,
gourd / cucumber, phenyles / acids, raw rice, whole spices,,,,,,,,,,,,,,,,,,,,,,,,
besan, chips, cream biscuits, raw rice, sooji / rava, sugar, toor dal,,,,,,,,,,,,,,,,,,,,,
frozen chicken, namkeen, root vegetables,,,,,,,,,,,,,,,,,,,,,,,,,
snacky nuts, whole spices,,,,,,,,,,,,,,,,,,,,,,,,,,
beans, gourd / cucumber, oats, other vegetables, whole spices,,,,,,,,,,,,,,,,,,,,,,,
gourd / cucumber, moong dal, muffins, cookies / rusk, other flours, other vegetables, root vegetables, sunflower oils,,,,,,,,,,,,,,,,,,,,
namkeen, raw peanuts,,,,,,,,,,,,,,,,,,,,,,,,,,
cashews, cooking sauce, cream biscuits, liquid soaps / bars, moong dal, root vegetables,,,,,,,,,,,,,,,,,,,,,,
beans, namkeen, other vegetables, root vegetables,,,,,,,,,,,,,,,,,,,,,,,,
beans, cream biscuits, moong dal, other dals, other rice products, other vegetables, root vegetables, toor dal, whole spices,,,,,,,,,,,,,,,,,,,
beans, gourd / cucumber, organic juices, other vegetables, root vegetables, vinegar,,,,,,,,,,,,,,,,,,,,,,
banana, basmati rice, other dals, whole spices,,,,,,,,,,,,,,,,,,,,,,,,
organic masalas / spices, whole spices,,,,,,,,,,,,,,,,,,,,,,,,,,
boiled rice, maida, organic rice / rice products, sugar,,,,,,,,,,,,,,,,,,,,,,,,
bread, liquid soaps / bars, namkeen, raisins, raw rice,,,,,,,,,,,,,,,,,,,,,,,
raw rice,,,,,,,,,,,,,,,,,,,,,,,,,,,
beans, cookies, ice creams / desserts, moong dal, muffins, cookies / rusk, namkeen, other dals, other vegetables, root vegetables, whole spices,,,,,,,,,,,,,,,,,
aluminium foil / cling wrap, beans, gourd / cucumber, other dals, other vegetables, raw rice,,,,,,,,,,,,,,,,,,,,,,
milk, yogurt / lassi,,,,,,,,,,,,,,,,,,,,,,,,,,
sugar,,,,,,,,,,,,,,,,,,,,,,,,,,,
exotic vegetables, gourd / cucumber, moong dal, other rice products, other vegetables, raw peanuts, raw rice, root vegetables, urad dal, whole spices,,,,,,,,,,,,,,,,,,
chips, namkeen, organic masalas / spices, other vegetables, raw peanuts, snacky nuts, sugar, toor dal,,,,,,,,,,,,,,,,,,,,
beans, moong dal, whole spices,,,,,,,,,,,,,,,,,,,,,,,,,
banana, basmati rice, other dals, phenyles / acids, sugar,,,,,,,,,,,,,,,,,,,,,,,
organic masalas / spices, other oils,,,,,,,,,,,,,,,,,,,,,,,,,,
basmati rice, cream biscuits,,,,,,,,,,,,,,,,,,,,,,,,,,
beans, gourd / cucumber, other dals, other vegetables, sugar,,,,,,,,,,,,,,,,,,,,,,,
cotton / bandages, face wash, organic f/v,,,,,,,,,,,,,,,,,,,,,,,,,
banana, beans, gourd / cucumber,,,,,,,,,,,,,,,,,,,,,,,,,
beans, organic juices, root vegetables,,,,,,,,,,,,,,,,,,,,,,,,,
avalakki / poha, beans, besan, cookies, cream biscuits, other dals, other vegetables, sugar, urad dal, whole spices,,,,,,,,,,,,,,,,,,
aluminium foil / cling wrap, besan, bread,,,,,,,,,,,,,,,,,,,,,,,,,
organic f/v, organic salt,sugar / jaggery,,,,,,,,,,,,,,,,,,,,,,,,,
honey, maida,,,,,,,,,,,,,,,,,,,,,,,,,,
aluminium foil / cling wrap, beans, boiled rice, eggs, liquid soaps / bars, namkeen, other vegetables, root vegetables,,,,,,,,,,,,,,,,,,,,
banana, whole spices,,,,,,,,,,,,,,,,,,,,,,,,,,
beans, boiled rice, other dals, root vegetables, utensil scrub pads,,,,,,,,,,,,,,,,,,,,,,,
beans, gourd / cucumber, namkeen, root vegetables,,,,,,,,,,,,,,,,,,,,,,,,
banana, boiled rice, cashews, hand wash, liquid soaps / bars, moong dal, other dals, raisins, urad dal, whole grains,,,,,,,,,,,,,,,,,,
gourd / cucumber, milk, other vegetables, raw rice, sugar, sunflower oils, toor dal,,,,,,,,,,,,,,,,,,,,,
bread, namkeen,,,,,,,,,,,,,,,,,,,,,,,,,,
banana, corn snacks, ice creams / desserts, liquid soaps / bars, other vegetables, sooji / rava, sugar, whole spices,,,,,,,,,,,,,,,,,,,,
banana, ice creams / desserts, namkeen, root vegetables,,,,,,,,,,,,,,,,,,,,,,,,
avalakki / poha, other rice products, other vegetables, raw rice, root vegetables,,,,,,,,,,,,,,,,,,,,,,,
banana, root vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,
healthy / digestive biscuits,,,,,,,,,,,,,,,,,,,,,,,,,,,
banana, gourd / cucumber, other dals, other rice products, other vegetables, pain relievers, regular pasta, root vegetables,,,,,,,,,,,,,,,,,,,,
banana, beans, gourd / cucumber, health drinks, oats, other vegetables, root vegetables,,,,,,,,,,,,,,,,,,,,,
organic f/v, root vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,
exotic vegetables, home / air freshener, liquid soaps / bars, moong dal, organic f/v, other sauces, other vegetables, root vegetables,,,,,,,,,,,,,,,,,,,,
beans, gourd / cucumber, ice creams / desserts, organic rice / rice products, other dals, other vegetables, root vegetables, sugar,,,,,,,,,,,,,,,,,,,,
banana, beans, cashews, cut vegetables, health drinks, namkeen, ready mix, scissors, glue / tape, sooji / rava, sugar, sunflower oils, toothpaste,,,,,,,,,,,,,,,
cashews, other dals, other rice products, raw peanuts, sooji / rava,,,,,,,,,,,,,,,,,,,,,,,
avalakki / poha, beans, boiled rice, bread, diapers / wipes, gourd / cucumber, moong dal, namkeen, other dals, other vegetables, phenyles / acids, root vegetables, sooji / rava, toor dal, whole spices,,,,,,,,,,,,,
instant noodles, other dals, other flours, other jams, other sauces, root vegetables,,,,,,,,,,,,,,,,,,,,,,
organic f/v, other vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,
cream biscuits, frozen chicken, other dals, sooji / rava,,,,,,,,,,,,,,,,,,,,,,,,
banana, beans, cream biscuits, healthy / digestive biscuits, ice creams / desserts, moong dal, namkeen, other dals, other vegetables, raisins, root vegetables, toor dal, urad dal,,,,,,,,,,,,,,,
banana, bread, gourd / cucumber, other vegetables,,,,,,,,,,,,,,,,,,,,,,,,
banana, gourd / cucumber, instant pastas, other oils,,,,,,,,,,,,,,,,,,,,,,,,
raw rice,,,,,,,,,,,,,,,,,,,,,,,,,,,
beans, exotic vegetables, namkeen, other dals, other dry fruits, other vegetables, root vegetables, whole spices,,,,,,,,,,,,,,,,,,,,
other dals,,,,,,,,,,,,,,,,,,,,,,,,,,,
banana, boiled rice, bread, cashews, chips, cooking paste, cream biscuits, instant pastas, other sweets, ready mix, root vegetables, snacky nuts, toor dal, whole spices,,,,,,,,,,,,,,
banana, beans, boiled rice, cashews, eggs, moong dal, other dals, other rice products, other vegetables, powdered spices, raisins, root vegetables, snacky nuts, sugar, urad dal, washing bars,,,,,,,,,,,,
curd, organic masalas / spices,,,,,,,,,,,,,,,,,,,,,,,,,,
basmati rice, bread, gourd / cucumber, moong dal, other vegetables, root vegetables,,,,,,,,,,,,,,,,,,,,,,
ayurvedic, cream biscuits, other vegetables, raw rice, sooji / rava, sunflower oils, whole spices,,,,,,,,,,,,,,,,,,,,,
ayurvedic food, banana, beans, gourd / cucumber, moong dal, other dry fruits, raw peanuts, root vegetables,,,,,,,,,,,,,,,,,,,,
curd, other dals, sugar,,,,,,,,,,,,,,,,,,,,,,,,,
moong dal, other dals, packaged drinking water, sugar, urad dal, whole spices,,,,,,,,,,,,,,,,,,,,,,
banana, bread, gourd / cucumber, other dals, other vegetables, phenyles / acids, root vegetables, whole spices,,,,,,,,,,,,,,,,,,,,
beans, boiled rice, cooking paste, gourd / cucumber, other flours, other rice products, other vegetables, root vegetables, sunflower oils, toor dal, urad dal,,,,,,,,,,,,,,,,,
banana, bread, other rice products,,,,,,,,,,,,,,,,,,,,,,,,,
